Adres,pelny_adres,lat,lon
Ostroroga 20,"Ostroroga 20, Warszawa, Polska",52.2468625,20.9664793
Ostroroga 21,"Ostroroga 21, Warszawa, Polska",52.2456735,20.9663706
Ostroroga 35,"Ostroroga 35, Warszawa, Polska",52.2492138,20.9646781
Siemienskiego 13,"Siemienskiego 13, Warszawa, Polska",52.2044097,20.9747758
Siemienskiego 21,"Siemienskiego 21, Warszawa, Polska",52.2026667,20.9732113
Slowackiego 27/33,"Slowackiego 27/33, Warszawa, Polska",52.2704722,20.9776307
Slowackiego 5,"Slowackiego 5, Warszawa, Polska",52.2695217,20.9819795
Szajnacy 18a,"Szajnacy 18a, Warszawa, Polska",0,0
J. Szanajcy 14,"J. Szanajcy 14, Warszawa, Polska",52.2637361,21.0307267
J. Szanajcy 14,"J. Szanajcy 14, Warszawa, Polska",52.2637361,21.0307267
Szanajcy 2A,"Szanajcy 2A, Warszawa, Polska",52.2637361,21.0307267
Niemcewicza 17,"Niemcewicza 17, Warszawa, Polska",52.2210149,20.9829571
Niemcewicza 3,"Niemcewicza 3, Warszawa, Polska",52.2200061,20.9878347
Niemcewicza 7/9,"Niemcewicza 7/9, Warszawa, Polska",52.2204018,20.9863174
Jagiellonska 1,"Jagiellonska 1, Warszawa, Polska",52.248681,21.0384297
Jagiellonska 15,"Jagiellonska 15, Warszawa, Polska",52.2513071,21.0348894
Jagiellonska 18,"Jagiellonska 18, Warszawa, Polska",52.2507868,21.0365391
Jagiellonska 2,"Jagiellonska 2, Warszawa, Polska",52.2487984,21.0392187
Jagiellonska 27,"Jagiellonska 27, Warszawa, Polska",52.2530653,21.033008
Jagiellonska 34,"Jagiellonska 34, Warszawa, Polska",52.2529494,21.0338637
Jagiellonska 4,"Jagiellonska 4, Warszawa, Polska",52.2492639,21.0387638
Jagiellonska 4,"Jagiellonska 4, Warszawa, Polska",52.2492639,21.0387638
Jagiellonska 4,"Jagiellonska 4, Warszawa, Polska",52.2492639,21.0387638
Jagiellonska 5,"Jagiellonska 5, Warszawa, Polska",52.2495791,21.0372776
Jagiellonska 50,"Jagiellonska 50, Warszawa, Polska",52.258317,21.0279262
Jagiellonska 52,"Jagiellonska 52, Warszawa, Polska",52.2585465,21.0271568
Jagiellonska 58,"Jagiellonska 58, Warszawa, Polska",52.2601962,21.0251266
Jagiellonska 60,"Jagiellonska 60, Warszawa, Polska",52.2608291,21.0249127
Jagiellonska 62,"Jagiellonska 62, Warszawa, Polska",52.2614549,21.0238445
Jagiellonska 7,"Jagiellonska 7, Warszawa, Polska",52.2499974,21.0357476
Jaktorowska 1-5,"Jaktorowska 1-5, Warszawa, Polska",52.2346483,20.9808579
Jaktorowska 4,"Jaktorowska 4, Warszawa, Polska",52.2345751,20.9794016
Jankowska 3a,"Jankowska 3a, Warszawa, Polska",52.1960898,20.9802308
Jasielska 47,"Jasielska 47, Warszawa, Polska",52.1992167,20.9808205
Jasielska 50,"Jasielska 50, Warszawa, Polska",52.2011097,20.9819402
Jasna 5,"Jasna 5, Warszawa, Polska",52.2344112,21.011251
Jasna 5,"Jasna 5, Warszawa, Polska",52.2344112,21.011251
Jasna 7,"Jasna 7, Warszawa, Polska",52.2350492,21.011043
Jasnodworska 6,"Jasnodworska 6, Warszawa, Polska",52.2617554,20.9595359
Jasnodworska 9,"Jasnodworska 9, Warszawa, Polska",52.2620005,20.9581638
Bohdanowicza 2,"Bohdanowicza 2, Warszawa, Polska",52.1997286,20.9755167
Bohdanowicza 4,"Bohdanowicza 4, Warszawa, Polska",52.199195,20.9746555
Bohdanowicza 4,"Bohdanowicza 4, Warszawa, Polska",52.199195,20.9746555
Brodzinskiego 2,"Brodzinskiego 2, Warszawa, Polska",52.2639899,20.9818888
Darwina 13,"Darwina 13, Warszawa, Polska",52.2649433,21.0277127
Darwina 5,"Darwina 5, Warszawa, Polska",52.263861,21.0244201
Dickensa 5,"Dickensa 5, Warszawa, Polska",52.2045181,20.9741404
Baczynskiego 1,"Baczynskiego 1, Warszawa, Polska",52.2344074,21.015584
Karasia 2,"Karasia 2, Warszawa, Polska",52.2385695,21.0199348
Marcinkowskiego 13,"Marcinkowskiego 13, Warszawa, Polska",52.249569,21.0410446
Marcinkowskiego 7,"Marcinkowskiego 7, Warszawa, Polska",52.2489546,21.0403634
Promyka 3,"Promyka 3, Warszawa, Polska",52.2729766,20.9932544
Szymanowskiego 6,"Szymanowskiego 6, Warszawa, Polska",52.2619548,21.0326851
Szymanowskiego 7,"Szymanowskiego 7, Warszawa, Polska",52.2627973,21.0330233
Szymanowskiego 8,"Szymanowskiego 8, Warszawa, Polska",52.2623961,21.0335242
Kaliska 15,"Kaliska 15, Warszawa, Polska",52.2202016,20.9806556
Kaliska 42a,"Kaliska 42a, Warszawa, Polska",52.2195843,20.9809856
Kaliska 8/10,"Kaliska 8/10, Warszawa, Polska",52.2179924,20.9814572
Kaliska 8/10,"Kaliska 8/10, Warszawa, Polska",52.2179924,20.9814572
Kamienna 3,"Kamienna 3, Warszawa, Polska",52.2652547,21.0397575
Kanonia 8,"Kanonia 8, Warszawa, Polska",52.2491236,21.0142188
Karmelicka 10,"Karmelicka 10, Warszawa, Polska",52.2462129,20.994081
Karmelicka 15,"Karmelicka 15, Warszawa, Polska",52.2476446,20.9917223
Karmelicka 1a,"Karmelicka 1a, Warszawa, Polska",52.2434595,20.9952451
Karmelicka 26,"Karmelicka 26, Warszawa, Polska",52.2507971,20.9899244
Karmelicka 27,"Karmelicka 27, Warszawa, Polska",52.2510959,20.9888026
Karmelicka 2a,"Karmelicka 2a, Warszawa, Polska",52.2437309,20.9960687
Karolkowa  78A,"Karolkowa  78A, Warszawa, Polska",52.2397675,20.975395
Karolkowa  78B,"Karolkowa  78B, Warszawa, Polska",52.2400019,20.975292
Karolkowa  80/82,"Karolkowa  80/82, Warszawa, Polska",52.2403527,20.9751408
Karolkowa 28,"Karolkowa 28, Warszawa, Polska",52.2303939,20.9785857
Karolkowa 30,"Karolkowa 30, Warszawa, Polska",52.2317751,20.9781904
Karolkowa 53,"Karolkowa 53, Warszawa, Polska",52.2362918,20.9763268
Karolkowa 63,"Karolkowa 63, Warszawa, Polska",52.2389453,20.9749438
Karowa 20,"Karowa 20, Warszawa, Polska",52.2423949,21.0167091
Karowa 31,"Karowa 31, Warszawa, Polska",52.2425011,21.0180207
Kawalerii 5,"Kawalerii 5, Warszawa, Polska",52.2178053,21.0397634
Kaweczynska 4B,"Kaweczynska 4B, Warszawa, Polska",52.2555426,21.0510031
Kazimierzowska 46/48,"Kazimierzowska 46/48, Warszawa, Polska",52.2034591,21.0159437
Kazimierzowska 50,"Kazimierzowska 50, Warszawa, Polska",52.2037469,21.0152947
Kazimierzowska 53/55,"Kazimierzowska 53/55, Warszawa, Polska",52.2043508,21.0141187
Kazimierzowska 57/61,"Kazimierzowska 57/61, Warszawa, Polska",52.2048953,21.0138609
Kazimierzowska 77,"Kazimierzowska 77, Warszawa, Polska",52.2071585,21.0127691
Kazimierzowska 85,"Kazimierzowska 85, Warszawa, Polska",52.20803,21.0120116
Kepna 13,"Kepna 13, Warszawa, Polska",52.2505255,21.0379274
Kielecka 31A,"Kielecka 31A, Warszawa, Polska",52.2046125,21.0050886
Kielecka 37,"Kielecka 37, Warszawa, Polska",52.2054013,21.0048771
Kielecka 43,"Kielecka 43, Warszawa, Polska",52.2059013,21.0044773
Kielecka 45,"Kielecka 45, Warszawa, Polska",52.2063824,21.003534
Kijowska 1A,"Kijowska 1A, Warszawa, Polska",52.2506187,21.0439771
Kijowska 20,"Kijowska 20, Warszawa, Polska",52.2524145,21.0526645
Kijowska 20,"Kijowska 20, Warszawa, Polska",52.2524145,21.0526645
Kolska 12,"Kolska 12, Warszawa, Polska",52.2512076,20.9758207
Konopacka 3/5,"Konopacka 3/5, Warszawa, Polska",52.2584418,21.0395114
Konopacka 8,"Konopacka 8, Warszawa, Polska",52.25925,21.0394072
Konwiktorska 3/5,"Konwiktorska 3/5, Warszawa, Polska",52.2551971,21.0050086
Konwiktorska 7,"Konwiktorska 7, Warszawa, Polska",52.2543429,21.0023196
Konwiktorska 9,"Konwiktorska 9, Warszawa, Polska",52.2541181,21.0012939
Koszykowa 10,"Koszykowa 10, Warszawa, Polska",52.2210199,21.022417
Koszykowa 28,"Koszykowa 28, Warszawa, Polska",52.2223855,21.0181875
Koszykowa 34/50,"Koszykowa 34/50, Warszawa, Polska",52.2230171,21.0143917
Koszykowa 53,"Koszykowa 53, Warszawa, Polska",52.2225487,21.0139467
Koszykowa 53,"Koszykowa 53, Warszawa, Polska",52.2225487,21.0139467
Koszykowa 6a,"Koszykowa 6a, Warszawa, Polska",52.2207729,21.0230489
Koszykowa 82A,"Koszykowa 82A, Warszawa, Polska",52.2235843,20.9993797
Koscielna 14/16,"Koscielna 14/16, Warszawa, Polska",52.2536715,21.0071874
Kowelska 4,"Kowelska 4, Warszawa, Polska",52.2621144,21.0408311
Kowelska 6-10,"Kowelska 6-10, Warszawa, Polska",52.2622626,21.0404314
Kowienska 12/20,"Kowienska 12/20, Warszawa, Polska",52.263402,21.0417695
Kowienska 3,"Kowienska 3, Warszawa, Polska",52.2626726,21.038924
Kozia 25,"Kozia 25, Warszawa, Polska",52.2439993,21.0137622
Kozla 1b,"Kozla 1b, Warszawa, Polska",52.2518705,21.0071799
Kozminska 9,"Kozminska 9, Warszawa, Polska",52.2254854,21.0366429
Krakowskie Przedmiescie 62,"Krakowskie Przedmiescie 62, Warszawa, Polska",52.2452321,21.0145292
Kredytowa 1,"Kredytowa 1, Warszawa, Polska",52.2381491,21.0121665
Krochmalna 3,"Krochmalna 3, Warszawa, Polska",52.2365085,20.9939702
Krolewska 2,"Krolewska 2, Warszawa, Polska",52.2413663,21.0155563
Krolewska 27,"Krolewska 27, Warszawa, Polska",52.2385694,21.009096
Krolewska 45,"Krolewska 45, Warszawa, Polska",52.2372319,21.0044699
Krozanska 12,"Krozanska 12, Warszawa, Polska",52.2030157,21.0114107
Krucza 16/22,"Krucza 16/22, Warszawa, Polska",52.2260161,21.0190838
Krucza 16/22,"Krucza 16/22, Warszawa, Polska",52.2260161,21.0190838
Krucza 17,"Krucza 17, Warszawa, Polska",52.2257666,21.0185835
Krucza 23/31,"Krucza 23/31, Warszawa, Polska",52.2272211,21.0176784
Krucza 38/42 (1),"Krucza 38/42 (1), Warszawa, Polska",0,0
Krucza 38/42 (2),"Krucza 38/42 (2), Warszawa, Polska",0,0
Krucza 41/43,"Krucza 41/43, Warszawa, Polska",52.22919,21.0168578
Krucza 46,"Krucza 46, Warszawa, Polska",52.2302856,21.0169902
Krucza 5/11,"Krucza 5/11, Warszawa, Polska",52.2247061,21.0189521
Krucza 5/11,"Krucza 5/11, Warszawa, Polska",52.2247061,21.0189521
Klopotowskiego 1/3,"Klopotowskiego 1/3, Warszawa, Polska",52.2488963,21.0277925
Klopotowskiego 14,"Klopotowskiego 14, Warszawa, Polska",52.2499483,21.0310794
Klopotowskiego 15,"Klopotowskiego 15, Warszawa, Polska",52.2509477,21.0321519
Klopotowskiego 30,"Klopotowskiego 30, Warszawa, Polska",52.2512284,21.0341687
Klopotowskiego 33,"Klopotowskiego 33, Warszawa, Polska",52.2524335,21.0360399
Klopotowskiego 36 (1),"Klopotowskiego 36 (1), Warszawa, Polska",52.2519126,21.0353098
Klopotowskiego 36 (2),"Klopotowskiego 36 (2), Warszawa, Polska",52.2519126,21.0353098
Klopotowskiego 8,"Klopotowskiego 8, Warszawa, Polska",52.2496103,21.0302495
Skorupki 2,"Skorupki 2, Warszawa, Polska",52.2254452,21.0152119
Skorupki 4,"Skorupki 4, Warszawa, Polska",52.2254572,21.0157132
Skorupki 8,"Skorupki 8, Warszawa, Polska",52.2259697,21.0167148
Popieluszki 13,"Popieluszki 13, Warszawa, Polska",52.2674109,20.9759682
Popieluszki 17,"Popieluszki 17, Warszawa, Polska",52.2688955,20.974609
Popieluszki 3,"Popieluszki 3, Warszawa, Polska",52.264245,20.9778149
Popieluszki 3,"Popieluszki 3, Warszawa, Polska",52.264245,20.9778149
Popieluszki 3,"Popieluszki 3, Warszawa, Polska",52.264245,20.9778149
Popieluszki 4,"Popieluszki 4, Warszawa, Polska",52.2645336,20.9788368
Boguckiego 10,"Boguckiego 10, Warszawa, Polska",52.2623783,20.9829953
Boguckiego 5,"Boguckiego 5, Warszawa, Polska",52.2617324,20.9826795
Ksiecia Trojdena 11,"Ksiecia Trojdena 11, Warszawa, Polska",52.2048129,20.9804663
Ksiecia Trojdena 13,"Ksiecia Trojdena 13, Warszawa, Polska",52.2047567,20.9798464
Ksiecia Trojdena 2d,"Ksiecia Trojdena 2d, Warszawa, Polska",52.2058468,20.9819683
Ksiecia Trojdena 3,"Ksiecia Trojdena 3, Warszawa, Polska",52.205075,20.985018
Ksiecia Trojdena 5,"Ksiecia Trojdena 5, Warszawa, Polska",52.2051065,20.9839265
Ksiecia Trojdena 7,"Ksiecia Trojdena 7, Warszawa, Polska",52.2051949,20.9819508
Kubusia Puchatka 1,"Kubusia Puchatka 1, Warszawa, Polska",52.2496024,21.2314427
Kwiatowa 23,"Kwiatowa 23, Warszawa, Polska",52.2043834,21.0117125
L. Kruczkowskiego 14,"L. Kruczkowskiego 14, Warszawa, Polska",52.2342505,21.0302624
Mieroslawskiego 22,"Mieroslawskiego 22, Warszawa, Polska",52.2660786,20.9869092
Narbutta 11A,"Narbutta 11A, Warszawa, Polska",52.2066824,21.0190893
Narbutta 20,"Narbutta 20, Warszawa, Polska",52.2067067,21.0171799
Narbutta 24,"Narbutta 24, Warszawa, Polska",52.2065792,21.016493
Narbutta 25A,"Narbutta 25A, Warszawa, Polska",52.2060626,21.0171778
Narbutta 27a,"Narbutta 27a, Warszawa, Polska",52.2061844,21.0162912
Narbutta 37,"Narbutta 37, Warszawa, Polska",52.2056367,21.0132522
Narbutta 4,"Narbutta 4, Warszawa, Polska",52.2074478,21.0210733
Narbutta 49/51,"Narbutta 49/51, Warszawa, Polska",52.2049132,21.0110885
Narbutta 50A,"Narbutta 50A, Warszawa, Polska",52.2055774,21.0109241
Narbutta 55/57,"Narbutta 55/57, Warszawa, Polska",52.2050814,21.0101857
Narbutta 65/71,"Narbutta 65/71, Warszawa, Polska",52.2042582,21.0072994
Narbutta 65/71,"Narbutta 65/71, Warszawa, Polska",52.2042582,21.0072994
Narbutta 65/71,"Narbutta 65/71, Warszawa, Polska",52.2042582,21.0072994
Narbutta 7,"Narbutta 7, Warszawa, Polska",52.206916,21.0203588
Narbutta 70,"Narbutta 70, Warszawa, Polska",52.2049516,21.0072981
Narbutta 84,"Narbutta 84, Warszawa, Polska",52.2042574,21.0021387
Narbutta 84,"Narbutta 84, Warszawa, Polska",52.2042574,21.0021387
Narbutta 84,"Narbutta 84, Warszawa, Polska",52.2042574,21.0021387
Pasteura 1,"Pasteura 1, Warszawa, Polska",52.2148891,20.9827356
Pasteura 5,"Pasteura 5, Warszawa, Polska",52.2125583,20.9833655
Pasteura 7,"Pasteura 7, Warszawa, Polska",52.2114687,20.9831758
Pasteura 7,"Pasteura 7, Warszawa, Polska",52.2114687,20.9831758
Rydygiera 3,"Rydygiera 3, Warszawa, Polska",52.2602188,20.9864331
Rydygiera 8,"Rydygiera 8, Warszawa, Polska",52.2602718,20.9750149
Rydygiera 8,"Rydygiera 8, Warszawa, Polska",52.2602718,20.9750149
Schillera 10,"Schillera 10, Warszawa, Polska",52.2463558,21.0063172
Schillera 10,"Schillera 10, Warszawa, Polska",52.2463558,21.0063172
Schillera 4,"Schillera 4, Warszawa, Polska",52.2478264,21.0064017
Schillera 6,"Schillera 6, Warszawa, Polska",52.2472934,21.0061516
Warynskiego 28,"Warynskiego 28, Warszawa, Polska",52.2206557,21.0160759
Warynskiego 9,"Warynskiego 9, Warszawa, Polska",52.2207993,21.0151511
Zamenhofa 10,"Zamenhofa 10, Warszawa, Polska",52.2499571,20.9948624
Zamenhofa 8,"Zamenhofa 8, Warszawa, Polska",52.2484352,20.9963128
Zamenhofa 8,"Zamenhofa 8, Warszawa, Polska",52.2484352,20.9963128
Zamenhofa 9,"Zamenhofa 9, Warszawa, Polska",52.2511616,20.9934422
Ladowa 5/11,"Ladowa 5/11, Warszawa, Polska",52.2089005,21.029969
Lelechowska 14,"Lelechowska 14, Warszawa, Polska",52.2170783,20.9739504
Lelechowska 5,"Lelechowska 5, Warszawa, Polska",52.2163286,20.9749842
Leonarda 12,"Leonarda 12, Warszawa, Polska",52.2400078,20.968041
Leszczynska 12,"Leszczynska 12, Warszawa, Polska",52.2401058,21.0233953
Leszno 17,"Leszno 17, Warszawa, Polska",52.2373343,20.9749575
Leszno 8/10,"Leszno 8/10, Warszawa, Polska",52.2372587,20.9725981
Leszno 9,"Leszno 9, Warszawa, Polska",52.2377347,20.9771221
Letnia 3,"Letnia 3, Warszawa, Polska",52.2657229,21.0392805
Ligocka 2,"Ligocka 2, Warszawa, Polska",52.2044537,21.0111002
Litewska 10,"Litewska 10, Warszawa, Polska",52.217146,21.0215067
Litewska 16,"Litewska 16, Warszawa, Polska",52.2170536,21.0202076
Litewska 5,"Litewska 5, Warszawa, Polska",52.2165126,21.021861
Ludna 10A,"Ludna 10A, Warszawa, Polska",52.230534,21.0332764
Ludna 11,"Ludna 11, Warszawa, Polska",52.2307155,21.0351647
Ludna 5,"Ludna 5, Warszawa, Polska",52.2318557,21.0367869
Ludwiki 4,"Ludwiki 4, Warszawa, Polska",52.2304762,20.9660809
Ludwiki 5,"Ludwiki 5, Warszawa, Polska",52.2298575,20.959428
Lwowska 13,"Lwowska 13, Warszawa, Polska",52.2218271,21.0122753
Golebiowskiego 4,"Golebiowskiego 4, Warszawa, Polska",52.2619445,20.9813657
Gornickiego 3,"Gornickiego 3, Warszawa, Polska",52.2184722,20.9934917
lazienkowska 3,"lazienkowska 3, Warszawa, Polska",52.2213566,21.0406921
lowicka 40A,"lowicka 40A, Warszawa, Polska",52.2029226,21.005139
lowicka 46,"lowicka 46, Warszawa, Polska",52.203625,21.0049233
lowicka 50,"lowicka 50, Warszawa, Polska",52.2038731,21.0046873
lowicka 54,"lowicka 54, Warszawa, Polska",52.2049673,21.00421
lowicka 58,"lowicka 58, Warszawa, Polska",52.2053791,21.0040083
lucka 18,"lucka 18, Warszawa, Polska",52.2326911,20.9876401
lucka 20,"lucka 20, Warszawa, Polska",52.2326218,20.9866478
Anielewicza 10-12,"Anielewicza 10-12, Warszawa, Polska",52.243987,20.9763397
Anielewicza 20,"Anielewicza 20, Warszawa, Polska",52.2468748,20.9859994
Anielewicza 24-26,"Anielewicza 24-26, Warszawa, Polska",52.2483042,20.9919693
Anielewicza 30,"Anielewicza 30, Warszawa, Polska",52.2452743,20.980909
Anielewicza 4,"Anielewicza 4, Warszawa, Polska",52.2493568,20.9967098
Anielewicza 7,"Anielewicza 7, Warszawa, Polska",52.2485729,20.9946387
Baluckiego 18,"Baluckiego 18, Warszawa, Polska",52.2012445,21.020899
Baluckiego 30,"Baluckiego 30, Warszawa, Polska",52.2026712,21.0203168
Kasprzaka 11A 11A,"Kasprzaka 11A 11A, Warszawa, Polska",52.2282079,20.958336
M. Kasprzaka 2,"M. Kasprzaka 2, Warszawa, Polska",52.2277322,20.9564012
M. Kazimiery 1,"M. Kazimiery 1, Warszawa, Polska",52.2742908,20.9795852
M. Kazimiery 14,"M. Kazimiery 14, Warszawa, Polska",52.2742414,20.9796437
Kopernika 11-13,"Kopernika 11-13, Warszawa, Polska",52.234929,21.0208353
Kopernika 28,"Kopernika 28, Warszawa, Polska",52.2370565,21.0207384
Kopernika 43,"Kopernika 43, Warszawa, Polska",52.2376107,21.0197253
Kopernika 8/18,"Kopernika 8/18, Warszawa, Polska",52.2354132,21.0211641
Mochnackiego 10,"Mochnackiego 10, Warszawa, Polska",52.2172618,20.9842626
Mochnackiego 12,"Mochnackiego 12, Warszawa, Polska",52.2173323,20.9832507
Mochnackiego 4,"Mochnackiego 4, Warszawa, Polska",52.2181582,20.9865972
Orlowicza 12,"Orlowicza 12, Warszawa, Polska",52.2312741,21.0326966
Reja  3/5,"Reja  3/5, Warszawa, Polska",52.2170707,20.990711
Reja 1,"Reja 1, Warszawa, Polska",52.2172112,20.9927524
Reja 9,"Reja 9, Warszawa, Polska",52.2170998,20.9891014
Sarbiewskiego 2,"Sarbiewskiego 2, Warszawa, Polska",52.2680453,20.9772402
Sklodowskiej-Curie 15,"Sklodowskiej-Curie 15, Warszawa, Polska",52.3009544,20.9395908
Sklodowskiej-Curie 15,"Sklodowskiej-Curie 15, Warszawa, Polska",52.3009544,20.9395908
Wierzynka 5,"Wierzynka 5, Warszawa, Polska",52.2412468,20.9679145
Mala 5,"Mala 5, Warszawa, Polska",52.2583353,21.0371848
Marianska 1,"Marianska 1, Warszawa, Polska",52.2332949,21.0008006
Marianska 5,"Marianska 5, Warszawa, Polska",52.2343354,21.0002265
Markowska 18A,"Markowska 18A, Warszawa, Polska",52.2551631,21.0430803
Marszalkowska  104/122,"Marszalkowska  104/122, Warszawa, Polska",52.2322677,21.0107714
Marszalkowska 138 (1),"Marszalkowska 138 (1), Warszawa, Polska",52.2315839,21.0108078
Marszalkowska 138 (2),"Marszalkowska 138 (2), Warszawa, Polska",52.2315839,21.0108078
Marszalkowska 140,"Marszalkowska 140, Warszawa, Polska",52.2371749,21.0079191
Marszalkowska 2,"Marszalkowska 2, Warszawa, Polska",52.214223,21.0216235
Marszalkowska 20/22,"Marszalkowska 20/22, Warszawa, Polska",52.2164906,21.0202506
Marszalkowska 24/26,"Marszalkowska 24/26, Warszawa, Polska",52.2172247,21.0198389
Marszalkowska 28,"Marszalkowska 28, Warszawa, Polska",52.2187259,21.0191508
Marszalkowska 34/50,"Marszalkowska 34/50, Warszawa, Polska",52.2211152,21.0176227
Marszalkowska 4,"Marszalkowska 4, Warszawa, Polska",52.2144978,21.0214424
Marszalkowska 55-73,"Marszalkowska 55-73, Warszawa, Polska",52.2237911,21.0147812
Marszalkowska 6,"Marszalkowska 6, Warszawa, Polska",52.2146932,21.0213327
Marszalkowska 64,"Marszalkowska 64, Warszawa, Polska",52.2246029,21.0153639
Marszalkowska 8,"Marszalkowska 8, Warszawa, Polska",52.2150311,21.0210451
Marszalkowska 81,"Marszalkowska 81, Warszawa, Polska",52.2252627,21.013878
Marszalkowska 85 (1),"Marszalkowska 85 (1), Warszawa, Polska",52.2315839,21.0108078
Marszalkowska 85 (2),"Marszalkowska 85 (2), Warszawa, Polska",52.2315839,21.0108078
Marszalkowska 87,"Marszalkowska 87, Warszawa, Polska",52.2273951,21.0126083
Mazowiecka 13,"Mazowiecka 13, Warszawa, Polska",52.2380328,21.012708
Mazowiecka 7,"Mazowiecka 7, Warszawa, Polska",52.2368206,21.0129724
Melsztynska  29A,"Melsztynska  29A, Warszawa, Polska",52.2056438,21.01794
Miedziana 10-12,"Miedziana 10-12, Warszawa, Polska",52.2294445,20.9904582
Miedziana 4,"Miedziana 4, Warszawa, Polska",52.2282055,20.9912894
Mila 15-17,"Mila 15-17, Warszawa, Polska",52.2500537,20.9888531
Mila 19,"Mila 19, Warszawa, Polska",52.2496005,20.9880189
Mila 25,"Mila 25, Warszawa, Polska",52.2489046,20.9858612
Mila 26,"Mila 26, Warszawa, Polska",52.2482469,20.9803361
Mila 27,"Mila 27, Warszawa, Polska",52.2483879,20.9852874
Mila 9,"Mila 9, Warszawa, Polska",52.2504087,20.9909034
Miodowa 15,"Miodowa 15, Warszawa, Polska",52.2469371,21.008278
Mlynarska 37a,"Mlynarska 37a, Warszawa, Polska",52.2401122,20.9705183
Mlynarska 37a,"Mlynarska 37a, Warszawa, Polska",52.2401122,20.9705183
Mokotowska 12-14,"Mokotowska 12-14, Warszawa, Polska",52.2238818,21.020649
Mokotowska 15,"Mokotowska 15, Warszawa, Polska",52.2192583,21.0172095
Mokotowska 16/20,"Mokotowska 16/20, Warszawa, Polska",52.2209647,21.0191097
Mokotowska 22,"Mokotowska 22, Warszawa, Polska",52.2214785,21.0192484
Mokotowska 24,"Mokotowska 24, Warszawa, Polska",52.2215455,21.0193368
Mokotowska 54,"Mokotowska 54, Warszawa, Polska",52.2261023,21.0223197
Mokotowska 55,"Mokotowska 55, Warszawa, Polska",52.2251262,21.0212315
Mokotowska 57,"Mokotowska 57, Warszawa, Polska",52.2253453,21.0213831
Mokotowska 69,"Mokotowska 69, Warszawa, Polska",52.2272677,21.0221813
Mokotowska 6a,"Mokotowska 6a, Warszawa, Polska",52.2183744,21.0171592
Moliera 6,"Moliera 6, Warszawa, Polska",52.2441239,21.0118039
Moldawska 12,"Moldawska 12, Warszawa, Polska",52.1997316,20.979627
Moldawska 4,"Moldawska 4, Warszawa, Polska",52.1961505,20.9768962
Moldawska 5,"Moldawska 5, Warszawa, Polska",52.1973362,20.9770523
Moldawska 5/7,"Moldawska 5/7, Warszawa, Polska",52.1972045,20.9773064
Muranowska 1,"Muranowska 1, Warszawa, Polska",52.2533995,20.9989671
Mysia 2,"Mysia 2, Warszawa, Polska",52.2309133,21.0209247
Mysliwiecka  3/5/7,"Mysliwiecka  3/5/7, Warszawa, Polska",52.2203605,21.0356868
Mysliwiecka 10,"Mysliwiecka 10, Warszawa, Polska",52.2234767,21.032357
Nalewki 5,"Nalewki 5, Warszawa, Polska",52.2503695,20.996459
Namyslowska 1,"Namyslowska 1, Warszawa, Polska",52.2613222,21.0359509
Namyslowska 13,"Namyslowska 13, Warszawa, Polska",52.2641644,21.0325492
Natolinska 12,"Natolinska 12, Warszawa, Polska",52.2206446,21.0200081
Natolinska 3,"Natolinska 3, Warszawa, Polska",52.2214487,21.0203541
Natolinska 3,"Natolinska 3, Warszawa, Polska",52.2214487,21.0203541
Natolinska 3,"Natolinska 3, Warszawa, Polska",52.2214487,21.0203541
Nieborowska 11,"Nieborowska 11, Warszawa, Polska",52.2157912,20.9771219
Niecala 9,"Niecala 9, Warszawa, Polska",52.2417691,21.0082807
Nieporecka 14,"Nieporecka 14, Warszawa, Polska",52.2565796,21.0465171
Nieporecka 4,"Nieporecka 4, Warszawa, Polska",52.255606,21.0471057
Niska 11,"Niska 11, Warszawa, Polska",52.2507238,20.9874404
Niska 19,"Niska 19, Warszawa, Polska",52.249662,20.9845832
Niska 21,"Niska 21, Warszawa, Polska",52.2494891,20.9840339
Niska 25,"Niska 25, Warszawa, Polska",52.2489755,20.9826675
Nowogrodzka 1/3,"Nowogrodzka 1/3, Warszawa, Polska",52.2300882,21.0191688
Nowogrodzka 11,"Nowogrodzka 11, Warszawa, Polska",52.2295382,21.0177831
Nowogrodzka 14,"Nowogrodzka 14, Warszawa, Polska",52.2297329,21.0157247
Nowogrodzka 15,"Nowogrodzka 15, Warszawa, Polska",52.2295386,21.0165443
Nowogrodzka 19,"Nowogrodzka 19, Warszawa, Polska",52.2293265,21.0156793
Nowogrodzka 20,"Nowogrodzka 20, Warszawa, Polska",52.2294598,21.0145846
Nowogrodzka 31,"Nowogrodzka 31, Warszawa, Polska",52.2287539,21.0136948
Nowogrodzka 35/41,"Nowogrodzka 35/41, Warszawa, Polska",52.2285332,21.0117333
Nowogrodzka 44,"Nowogrodzka 44, Warszawa, Polska",52.2283073,21.009324
Nowogrodzka 45,"Nowogrodzka 45, Warszawa, Polska",52.227911,21.0095435
Nowogrodzka 49,"Nowogrodzka 49, Warszawa, Polska",52.2274112,21.0078118
Nowogrodzka 50/54,"Nowogrodzka 50/54, Warszawa, Polska",52.2279366,21.0073498
Nowogrodzka 62b,"Nowogrodzka 62b, Warszawa, Polska",52.226543,21.0011569
Nowogrodzka 64,"Nowogrodzka 64, Warszawa, Polska",52.2262413,20.9999991
Nowogrodzka 6a,"Nowogrodzka 6a, Warszawa, Polska",52.2301667,21.0175657
